"","V1"
"1362",8245.91515478
"1363",8104.18567564
"1364",8293.86774062
"1365",8343.2766814
"1366",8393.04164486
"1367",8259.99197863
"1368",8205.93924121
"1369",8151.50052921
"1370",7988.15595888
"1371",8245.622933
"1372",8228.7831528
"1373",8595.73981722
"1374",8586.47342543
"1375",8321.75671178
"1376",8336.55527417
"1377",8321.00574668
"1378",8374.6864467
"1379",8205.36931588
"1380",8047.52686305
"1381",8103.91137325
"1382",7973.20744597
"1383",7988.56044241
"1384",8222.07826034
"1385",8243.72113905
"1386",8078.20332194
"1387",7514.67201276
"1388",7493.48873154
"1389",8660.70063696
"1390",9244.97220867
"1391",9551.7149631
"1392",9256.14838876
"1393",9427.68758384
"1394",9205.72655905
"1395",9199.58483269
"1396",9261.104352
"1397",9324.71776331
"1398",9235.35487947
"1399",9412.61187106
"1400",9342.52717939
"1401",9360.87991187
"1402",9267.56114253
"1403",8804.88071936
"1404",8813.58248677
"1405",9055.52605732
"1406",8757.78854226
"1407",8815.66253925
"1408",8808.2625823
"1409",8708.09509517
"1410",8491.99201234
"1411",8550.76055694
"1412",8577.9757816
"1413",8309.28598342
"1414",8206.14591807
"1415",8027.26824331
"1416",7642.74994484
"1417",7296.57756843
"1418",7397.7968154
"1419",7047.91688176
"1420",7146.13390214
"1421",7218.37133433
"1422",7531.6636446
"1423",7463.1061283
"1424",7761.24360172
"1425",7569.63012202
"1426",7424.29226516
"1427",7321.98811242
"1428",7320.1454684
"1429",7252.03458617
"1430",7448.30752084
"1431",7546.99669772
"1432",7556.23803387
"1433",7564.3454032
"1434",7400.89935576
"1435",7278.1197833
"1436",7217.4271152
"1437",7243.13436273
"1438",7269.68455922
"1439",7124.67396997
"1440",7152.30184412
"1441",6932.48038982
"1442",6640.51524608
"1443",7276.80277047
"1444",7202.84436364
"1445",7218.81638679
"1446",7191.15846913
"1447",7511.58904232
"1448",7355.62826671
"1449",7322.5324589
"1450",7275.15572845
"1451",7238.96702501
"1452",7290.08851803
"1453",7317.99003408
"1454",7422.65258898
"1455",7292.99507783
"1456",7193.59897843
"1457",7200.17439274
"1458",6985.47000061
"1459",7344.88418341
"1460",7410.65656642
"1461",7411.31732676
"1462",7769.21903905
"1463",8163.69223944
"1464",8079.86277673
"1465",7879.07152428
"1466",8166.55414039
"1467",8037.53738872
"1468",8192.49400532
"1469",8144.19451744
"1470",8827.76442606
"1471",8807.01027532
"1472",8723.78576573
"1473",8929.0376776
"1474",8942.80890321
"1475",8706.24512993
"1476",8657.64293942
"1477",8745.89478833
"1478",8680.87604222
"1479",8406.5160678
"1480",8445.43428152
"1481",8367.84777344
"1482",8596.82983316
"1483",8909.81917753
"1484",9358.59031703
"1485",9316.62950445
"1486",9508.9935947
"1487",9350.52936518
"1488",9392.87536841
"1489",9344.36529292
"1490",9293.52108908
"1491",9180.9629665
"1492",9613.42428895
"1493",9729.80223149
"1494",9795.94377253
"1495",9865.11946905
"1496",10116.673759
"1497",9856.61149362
"1498",10208.2362609
"1499",10326.0545246
"1500",10214.3794638
"1501",10312.1160909
"1502",9889.42462838
"1503",9934.43339025
"1504",9690.14261814
"1505",10141.9963705
"1506",9633.38688518
"1507",9608.47590343
"1508",9686.44119763
"1509",9663.18182933
"1510",9924.51522822
"1511",9650.17480677
"1512",9341.70516876
"1513",8820.52220005
"1514",8784.49384867
"1515",8672.45534996
"1516",8599.50861972
"1517",8562.45405008
"1518",8869.67031078
"1519",8787.78645576
"1520",8755.24589461
"1521",9078.76279174
"1522",9122.54557333
"1523",8909.9536515
"1524",8108.11629101
"1525",7923.6447033
"1526",7909.72939346
"1527",7911.43012933
"1528",4970.78790105
"1529",5563.70689169
"1530",5200.36626392
"1531",5392.31488002
"1532",5014.47997748
"1533",5225.62919259
"1534",5238.43857664
"1535",6191.19295222
"1536",6198.77820508
"1537",6185.06651501
"1538",5830.25479765
"1539",6416.31475839
"1540",6734.80378045
"1541",6681.06312656
"1542",6716.44054866
"1543",6469.79813509
"1544",6242.1938684
"1545",5922.0431227
"1546",6429.84193389
"1547",6438.64476637
"1548",6606.77626829
"1549",6793.62459642
"1550",6733.3873906
"1551",6867.52731596
"1552",6791.12944093
"1553",7271.7811527
"1554",7176.41450049
"1555",7334.09845346
"1556",7302.0895105
"1557",6865.49337195
"1558",6859.08296343
"1559",6971.09159108
"1560",6845.03769683
"1561",6842.42786097
"1562",6642.10989286
"1563",7116.80421777
"1564",7096.18465879
"1565",7257.66485847
"1566",7189.42482356
"1567",6881.95869275
"1568",6880.32347375
"1569",7117.20747869
"1570",7429.72464927
"1571",7550.90102725
"1572",7569.93603405
"1573",7679.86720422
"1574",7795.60083451
"1575",7807.05845106
"1576",8801.03776688
"1577",8658.55417975
"1578",8864.76680793
"1579",8988.5962069
"1580",8897.46850985
"1581",8912.65460539
"1582",9003.07017834
"1583",9268.76208066
"1584",9951.5187451
"1585",9842.66636785
"1586",9593.89673363
"1587",8756.43114193
"1588",8601.79620238
"1589",8804.47781074
"1590",9269.98770576
"1591",9733.72147137
"1592",9328.19722645
"1593",9377.0140257
"1594",9670.73937122
"1595",9726.5748149
"1596",9729.0379192
"1597",9522.98115678
"1598",9081.76202252
"1599",9182.57751787
"1600",9209.28742769
"1601",8790.36800074
"1602",8906.93476142
"1603",8835.05306073
"1604",9181.01794762
"1605",9525.7510947
"1606",9439.12439045
"1607",9700.41407169
"1608",9461.05891806
"1609",10167.2681012
"1610",9529.80414872
"1611",9656.71776526
"1612",9800.63659532
"1613",9665.53278908
"1614",9653.67926335
"1615",9758.8524174
"1616",9771.48948366
"1617",9795.70019463
"1618",9870.09445278
"1619",9321.78129819
"1620",9480.84378943
"1621",9475.27733834
"1622",9386.78789214
"1623",9450.70198692
"1624",9538.0243743
"1625",9480.25536624
"1626",9411.84046197
"1627",9288.01871603
"1628",9332.340762
"1629",9303.62971409
"1630",9648.71760979
"1631",9629.65836578
"1632",9313.61034868
"1633",9264.81304308
"1634",9162.91760386
"1635",9045.39095672
"1636",9143.58219104
"1637",9190.85446467
"1638",9137.99340026
"1639",9228.32559024
"1640",9123.41015432
"1641",9087.30391103
"1642",9132.48795051
"1643",9073.94286936
"1644",9375.47475925
"1645",9252.27750386
"1646",9428.3330848
"1647",9277.96790642
"1648",9278.8078672
"1649",9240.34632654
"1650",9276.49985018
"1651",9243.61385509
"1652",9243.21341642
"1653",9192.83736784
"1654",9132.22786293
"1655",9151.39223963
"1656",9159.03990531
"1657",9185.81691242
"1658",9164.2313647
"1659",9374.88752808
"1660",9525.36344997
"1661",9581.07201141
"1662",9536.89268563
"1663",9677.11349729
"1664",9905.16724705
"1665",10990.8733998
"1666",10912.8230505
"1667",11100.4681253
"1668",11111.2142899
"1669",11323.4664207
"1670",11759.5927707
"1671",11053.613901
"1672",11246.3487749
"1673",11205.8929179
"1674",11747.0228312
"1675",11779.7732574
"1676",11601.4727146
"1677",11754.0458135
"1678",11675.7393433
"1679",11878.1113253
"1680",11410.5256775
"1681",11584.9345762
"1682",11784.1373895
"1683",11768.8706193
"1684",11865.69857
"1685",11892.8040631
"1686",12254.4019083
"1687",11991.2332456
"1688",11758.2835921
"1689",11878.3716211
"1690",11592.4890449
"1691",11681.8255623
"1692",11664.8479948
"1693",11774.5958414
"1694",11366.1350817
"1695",11488.3634896
"1696",11323.3970324
"1697",11542.4997333
"1698",11506.8653177
"1699",11711.506161
"1700",11680.8204905
"1701",11970.4787405
"1702",11414.0337325
"1703",10245.296686
"1704",10511.8138807
"1705",10169.567221
"1706",10280.3517032
"1707",10369.5637386
"1708",10131.5166457
"1709",10242.3477803
"1710",10363.1390401
"1711",10400.9146854
"1712",10442.1706031
"1713",10323.7557975
"1714",10680.8374328
"1715",10796.9509861
"1716",10974.9048915
"1717",10948.9899152
"1718",10944.5858045
"1719",11094.3462761
"1720",10938.2712894
"1721",10462.2596185
"1722",10538.4603213
"1723",10246.18649281
"1724",10760.06625677
"1725",10692.71721234
"1726",10750.72357903
"1727",10775.26937624
"1728",10709.65218175
"1729",10844.64098118
"1730",10784.49157795
"1731",10619.45190766
"1732",10575.97504191
"1733",10549.32889962
"1734",10669.58254327
"1735",10793.33942751
"1736",10604.40588882
"1737",10668.96895539
"1738",10915.68573098
"1739",11064.45759247
"1740",11296.3614282
"1741",11384.1819535
"1742",11555.3628878
"1743",11425.8994007
"1744",11429.50688675
"1745",11495.34965037
"1746",11322.12268618
"1747",11358.10156733
"1748",11483.35971184
"1749",11742.03715033
"1750",11916.33514058
"1751",12823.68918938
"1752",12965.89129043
"1753",12931.53902256
"1754",13108.06261161
"1755",13031.17431056
"1756",13075.24769656
"1757",13654.21844012
"1758",13271.28536861
"1759",13437.8832414
"1760",13546.52226938
"1761",13780.99470249
"1762",13737.10982864
"1763",13550.4893841
"1764",13950.30084729
"1765",14133.70715301
"1766",15579.84846029
"1767",15565.88058083
"1768",14833.7541075
"1769",15479.56703842
"1770",15332.31559743
"1771",15290.90268148
"1772",15701.33973237
"1773",16276.34394919
"1774",16317.80819009
"1775",16068.13870685
"1776",15955.58743887
"1777",16716.11132377
"1778",17645.40576746
"1779",17804.00563217
"1780",17817.09024754
"1781",18621.31436938
"1782",18642.23276593
"1783",18370.00252365
"1784",18364.12159134
"1785",19107.46444977
"1786",18732.1207774
"1787",17150.62357809
"1788",17108.40172774
"1789",17717.4150112
"1790",18177.48341979
"1791",19625.83502949
"1792",18802.99829969
"1793",19201.09115697
"1794",19445.39847988
"1795",18699.76561337
"1796",19154.231131
"1797",19345.12095871
"1798",19191.63128698
"1799",18321.14491611
"1800",18553.91537685
"1801",18264.99210672
"1802",18058.90334725
"1803",18803.65687045
"1804",19142.3825335
"1805",19246.64434137
"1806",19417.07603342
"1807",21310.59813054
"1808",22805.16149213
"1809",23137.96056165
"1810",23869.83196434
"1811",23477.29519711
"1812",22803.0814087
"1813",23783.02850288
"1814",23241.34486501
"1815",23735.94972763
"1816",24664.79027412
"1817",26437.0375091
"1818",26272.29456706
"1819",27084.80788628
"1820",27362.4365573
"1821",28840.95341968
"1822",29001.71982218
"1823",29374.15188907
"1824",32127.26793922
"1825",32782.02446581
"1826",31971.91352155
"1827",33992.42934365
"1828",36824.36441009
"1829",39371.04235311
"1830",40797.61071993
"1831",40254.54649816
"1832",38356.43950662
"1833",35566.65594049
"1834",33922.9605815
"1835",37316.35939997
"1836",39187.32812109
"1837",36825.36585131
"1838",36178.13890106
"1839",35791.27792129
"1840",36630.07568284
"1841",36069.80639361
"1842",35547.7508855
"1843",30825.69850603
"1844",33005.76356216
"1845",32067.64288212
"1846",32289.37808687
"1847",32366.39304887
"1848",32569.84955679
"1849",30432.54707881
"1850",33466.09635821
"1851",34316.38765032
"1852",34269.52154165
"1853",33114.35774753
"1854",33537.1768196
"1855",35510.28903716
"1856",37472.09010368
"1857",36926.06446515
"1858",38144.30686267
"1859",39266.01073494
"1860",38903.44147971
"1861",46196.46371944
"1862",46481.10423596
"1863",44918.18449192
"1864",47909.33119483
"1865",47504.85118326
"1866",47105.51747252
"1867",48717.2902111
"1868",47945.05683234
"1869",49199.87134362
"1870",52149.00753587
"1871",51679.79669449
"1872",55888.13368221
"1873",56099.52051348
"1874",57539.9436679
"1875",54207.31906543
"1876",48824.42686909
"1877",49705.33331637
"1878",47093.85301914
"1879",46339.76008289
"1880",46188.45127539
"1881",45137.77046805
"1882",49631.24137077
"1883",48378.98805435
"1884",50538.24341445
"1885",48561.1661539
"1886",48927.3045548
"1887",48912.38173056
"1888",51206.69295308
"1889",52246.52230995
"1890",54824.11781138
"1891",56008.54940114
"1892",57805.12301924
"1893",57332.08896391
"1894",61243.08476552
"1895",59302.31697742
"1896",55907.20022619
"1897",56804.90123161
"1898",58870.89333325
"1899",57858.92070527
"1900",58346.65297359
"1901",58313.64260857
"1902",57523.42098673
"1903",54529.14561107
"1904",54738.94493032
"1905",52774.26369049
"1906",51704.1619252
"1907",55137.31372578
"1908",55973.51084173
"1909",55950.7457745
"1910",57750.19987147
"1911",58917.6930451
"1912",58918.83271375
"1913",59095.80797806
"1914",59384.3133586
"1915",57603.88917376
"1916",58758.55629127
"1917",59057.87896588
"1918",58192.35868406
"1919",56048.93781271
"1920",58323.95357975
"1921",58245.00300108
"1922",59793.23541009
"1923",60204.96491379
"1924",59893.45188869
"1925",63503.45793019
"1926",63109.69593464
"1927",63314.01084504
"1928",61572.78960116
"1929",60683.82123331
"1930",56216.18500243
"1931",55724.26709807
"1932",56473.0322808
"1933",53906.08804584
"1934",51762.27205146
"1935",51093.65070999
"1936",50050.86821565
"1937",49004.25326318
"1938",54021.75478737
"1939",55033.11801332
"1940",54824.70489507
"1941",53555.10849133
"1942",57750.17734563
"1943",57828.05063222
"1944",56631.07741255
"1945",57200.29122289
"1946",53333.53775274
"1947",57424.00594813
"1948",56396.51416376
"1949",57356.40187692
"1950",58803.77580865
"1951",58232.3161419
"1952",55859.79754454
"1953",56704.5730585
"1954",49150.53387514
"1955",49716.19160254
"1956",49880.53342038
"1957",46760.18656071
"1958",46456.05847448
"1959",43537.51138918
"1960",42909.40092517
"1961",37002.4404659
"1962",40782.73826245
"1963",37304.69067136
"1964",37536.63111241
"1965",34770.58362292
"1966",38705.97863723
"1967",38402.22385137
"1968",39294.19738214
"1969",38436.96853505
"1970",35697.60639024
"1971",34616.06800347
"1972",35678.12920411
"1973",37332.85368874
"1974",36684.92451667
"1975",37575.17957566
"1976",39208.76599489
"1977",36894.40532994
"1978",35551.95872588
"1979",35862.37772747
"1980",33560.70783776
"1981",33472.63174808
"1982",37345.12148619
"1983",36702.59937466
"1984",37334.39952553
"1985",35552.51714847
"1986",39097.86089667
"1987",40218.47785943
"1988",40406.26898673
"1989",38347.06322666
"1990",38053.50417253
"1991",35787.24478177
"1992",35615.86927002
"1993",35698.29644336
"1994",31676.69373254
"1995",32505.6598245
"1996",33723.0289781
"1997",34662.43589358
"1998",31637.78005541
"1999",32186.27767093
"2000",34649.64458753
"2001",34434.33531428
"2002",35867.77773549
"2003",35040.83724889
"2004",33572.11765253
"2005",33897.04858963
"2006",34668.54840182
"2007",35287.77976616
"2008",33746.00245614
"2009",34235.19345116
"2010",33855.32688833
"2011",32877.37262842
"2012",33798.01020742
"2013",33520.51995283
"2014",34240.18701074
"2015",33155.84813085
"2016",32702.02592354
"2017",32822.34873678
"2018",31780.73137404
"2019",31421.53845398
"2020",31533.06753327
"2021",31796.81013825
"2022",30817.83165619
"2023",29807.34767271
"2024",32110.69326387
"2025",32313.10632477
"2026",33581.55060854
"2027",34292.44590612
"2028",35350.18697353
"2029",37337.5333134
"2030",39406.9409837
"2031",39995.90646862
"2032",40008.42084653
"2033",42235.54770874
"2034",41626.19567624
"2035",39974.89602594
"2036",39201.945189
"2037",38152.9820898
"2038",39747.50501675
"2039",40869.55432742
"2040",42816.49896809
"2041",44555.8006644
"2042",43798.11767796
"2043",46365.40065035
"2044",45585.03077231
"2045",45593.63593071
"2046",44428.28846681
"2047",47793.32117908
"2048",47096.94566198
"2049",47047.00454195
"2050",46004.4840786
"2051",44695.35761921
"2052",44801.18871714
"2053",46717.5787452
"2054",49339.17603688
"2055",48905.49058555
"2056",49321.65404941
"2057",49546.14770729
"2058",47706.11855498
"2059",48960.78728025
"2060",46942.21786802
"2061",49058.66973026
"2062",48902.40220635
"2063",48829.8326
"2064",47054.98479356
"2065",47166.68794545
"2066",48847.02907417
"2067",49327.72318398
"2068",50025.37460546
"2069",49944.62690568
"2070",51753.41192621
"2071",52633.53620235
"2072",46811.12952948
"2073",46091.38930192
"2074",46391.4229753
"2075",44883.9101072
"2076",45201.45898324
"2077",46063.27035709
"2078",44963.0726328295
"2079",47092.4938332669
"2080",48176.3463927443
"2081",47783.3578046439
"2082",47267.5200230691
"2083",48278.3635153298
"2084",47260.2173314677
"2085",42843.8024409386
"2086",40693.67719159
"2087",43574.509432809
"2088",44895.0966015708
"2089",42839.7516959645
"2090",42716.5931467285
"2091",43208.5391045354
"2092",42235.7318466434
"2093",41034.5446652294
"2094",41564.3634814909
"2095",43790.8956254849
"2096",48116.9412180277
"2097",47711.4864634698
"2098",48199.9515572655
"2099",49112.9012823932
"2100",51514.8140602767
"2101",55361.4494296079
"2102",53805.9851642989
"2103",53967.8467672527
"2104",54968.2244504154
"2105",54771.5791838546
"2106",57484.7894651936
"2107",56041.0568380579
"2108",57401.0975273362
"2109",57321.5252796604
"2110",61593.9500606183
"2111",60892.1806927008
"2112",61553.6173846995
"2113",62026.077831093
"2114",64261.9911928559
"2115",65992.8370361176
"2116",62210.1730756348
"2117",60692.2644330955
"2118",61393.617191517
"2119",60930.8364421796
"2120",63039.8255141733
"2121",60363.7920503572
"2122",58482.3879400455
"2123",60622.1367088483
"2124",62227.9645938188
"2125",61888.8312190326
"2126",61318.957766606
"2127",61004.4080213493
"2128",63226.401097088
"2129",62970.0474260185
"2130",61452.2305873208
"2131",61125.6742689036
"2132",61527.4817933987
"2133",63326.9890280992
"2134",67566.8300878775
"2135",66971.8280974611
"2136",64995.2293907433
"2137",64949.96191476
"2138",64155.9418364327
"2139",64469.5290233851
"2140",65466.8410240344
"2141",63557.8715183709
"2142",60161.2470371667
"2143",60368.0118167649
"2144",56942.1362440572
"2145",58119.5761937925
"2146",59697.1971342589
"2147",58730.4766386507
"2148",56289.2873226386
"2149",57569.0748757271
"2150",56280.4271082207
"2151",57274.6794471653
"2152",53569.7639630968
"2153",54815.079304928
"2154",57248.458375824
"2155",57806.5662152559
"2156",57005.4254735998
"2157",57229.8298994492
"2158",56477.8174777821
"2159",53598.2464702979
"2160",49200.7046174372
"2161",49368.8470992255
"2162",50582.6253966441
"2163",50700.0843364829
"2164",50504.7955387084
"2165",47672.1223910874
"2166",47243.3056849164
"2167",49362.508336459
"2168",50098.3351363893
"2169",46737.48224375
"2170",46612.6335069029
"2171",48896.7208291144
"2172",47665.426077884
"2173",46202.143379147
"2174",46848.7767655561
"2175",46707.0148769996
"2176",46880.2789637231
"2177",48936.6141514468
"2178",48628.509925134
"2179",50784.5381788605
"2180",50822.1965232303
"2181",50429.8577970562
"2182",50809.5150128895
"2183",50640.4188043781
"2184",47588.8547774592
"2185",46444.7104905398
"2186",47178.1258434398
"2187",46306.4461226996
"2188",47686.8115091782
"2189",47345.220564253
"2190",46458.1169588914
"2191",45897.5758267783
"2192",43569.0033476498
"2193",43160.9284196054
"2194",41557.9011609709
"2195",41733.9430988926
"2196",41911.6015363357
"2197",41821.2631390031
"2198",42735.8541195077
"2199",43949.1006867819
"2200",42591.5722580306
"2201",43099.6998283297
"2202",43177.3967900803
"2203",43113.8801137778
"2204",42250.5493732401
"2205",42375.6328430686
"2206",41744.3298424627
"2207",40680.4199136003
"2208",36457.3181001361
"2209",35030.2517675959
"2210",36276.8046943699
"2211",36654.3291826876
"2212",36954.0020136276
"2213",36852.122594586
"2214",37138.2343159536
"2215",37784.3332640665
"2216",38138.1785657755
"2217",37917.60273361
"2218",38483.126309273
"2219",38743.2725693698
"2220",36952.9849327595
"2221",37154.6002446074
"2222",41500.8753823114
"2223",41441.1648206042
"2224",42412.4342359174
"2225",43840.2865761055
"2226",44118.4462597284
"2227",44338.7977574167
"2228",43565.1121728445
"2229",42407.9379380192
"2230",42244.4699868886
"2231",42197.5153405276
"2232",42586.9196860901
"2233",44575.2033341441
"2234",43961.8593882795
"2235",40538.0128343685
"2236",40030.9755990885
"2237",40122.1547656975
"2238",38431.3781154647
"2239",37075.2793533757
"2240",38286.0270879696
"2241",37296.5720003887
"2242",38332.6098307004
"2243",39214.2206250425
"2244",39105.1478155514
"2245",37709.7837534329
"2246",43193.2340330233
"2247",44354.6375073612
"2248",43924.1164380558
"2249",42451.7895866188
"2250",39137.6036387584
"2251",39400.5841380401
"2252",38419.9833773926
"2253",38062.040205582
"2254",38737.2684954927
"2255",41982.9263548072
"2256",39437.4597736288
"2257",38794.9731374789
"2258",38904.0133980303
"2259",37849.6627995273
"2260",39666.7558189777
"2261",39338.7854920324
"2262",41143.9280403474
"2263",40951.3798755055
"2264",41801.1544960935
"2265",42190.6534617069
"2266",41247.8234468342
"2267",41077.9979918038
"2268",42358.8084254084
"2269",42892.9574822428
"2270",43960.933058954
"2271",44348.7309048344
"2272",44500.8284155129
"2273",46820.4934636771
"2274",47128.0051622503
"2275",47465.7298877113
"2276",47062.6641669272
"2277",45538.6769223388
"2278",46281.6439814509
"2279",45868.9491559204
"2280",46453.5670763172
"2281",46622.6744137452
"2282",45555.9934041971
"2283",43206.7376725735
"2284",43503.8491661365
"2285",42287.6635116808
"2286",42782.1353172936
"2287",42207.670963734
"2288",39521.9013265663
"2289",40127.1820849288
"2290",41166.7318122462
"2291",39935.5169992135
"2292",40553.4632718884
"2293",40424.4832933225
"2294",39716.9542258357
"2295",40826.2143856021
"2296",41502.7504194207
"2297",41374.3782012031
"2298",40527.3640835385
"2299",39740.3198538771
"2300",39486.7287113245
"2301",39469.293555834
"2302",40458.3089645522
"2303",38117.4625078349
"2304",39241.1227507635
"2305",39773.8283675659
"2306",38609.8231933379
"2307",37714.875545299
"2308",38469.0939025425
"2309",38529.3278008977
"2310",37750.4539152995
"2311",39698.3706196742
"2312",36575.142132703
"2313",36040.9223501524
"2314",35501.9541442019
"2315",34059.2642505879
"2316",30296.9534000531
"2317",31022.9054122253
"2318",28936.3550311122
"2319",29047.7510038538
"2320",29283.103811543
"2321",30101.2664459848
"2322",31305.1125686764
"2323",29862.9182412919
"2324",30425.857276796
"2325",28720.2713997454
"2326",30314.3349534984
"2327",29200.7400877833
"2328",29432.2259634811
"2329",30323.7218952694
"2330",29098.909745734
"2331",29655.58613284
"2332",29562.3612655464
"2333",29267.2246712304
"2334",28627.5748531586
"2335",29023.4880392653
"2336",29445.9576239208
"2337",31726.3906858653
"2338",31792.3099432754
"2339",29799.0797135195
"2340",30467.4877414342
"2341",29704.3913570693
"2342",29832.9142253244
"2343",29906.6617477915
"2344",31370.6719476925
"2345",31155.4787018498
"2346",30214.356242025
"2347",30111.9979224235
"2348",29083.8047209541
"2349",28360.811358542
"2350",26762.6490379039
"2351",22487.3879258459
"2352",22206.7927900583
"2353",22572.8398231902
"2354",20381.6512129024
"2355",20471.4818924914
"2356",19017.6423550215
"2357",20553.2718217472
"2358",20599.5379647956
"2359",20710.597101739
"2360",19987.0290493797
"2361",21085.8771612422
"2362",21231.6557714446
"2363",21502.3386880262
"2364",21027.2953088067
"2365",20735.4779474249
"2366",20280.6356501458
"2367",20104.0231777817
"2368",19784.7264946249
"2369",19269.3666859098
"2370",19242.255580241
"2371",19297.0760827928
"2372",20231.2615118026
"2373",20190.1146695234
"2374",20548.2458719695
"2375",21637.5877502437
"2376",21731.1165833973
"2377",21592.2060743303
"2378",20860.4493930623
"2379",19970.556593233
"2380",19323.914856106
"2381",20212.073498093
"2382",20569.9200615284
"2383",20836.3286445243
"2384",21190.3156676219
"2385",20779.3445398509
"2386",22485.6892521761
"2387",23389.4328464795
"2388",23231.7319651172
"2389",23164.6287547047
"2390",22714.9791482287
"2391",22465.4776274248
"2392",22609.164770669
"2393",21361.700521904
"2394",21239.7543798251
"2395",22930.5484457
"2396",23843.8862077382
"2397",23804.6332345672
"2398",23656.2070255842
"2399",23336.8956049843
"2400",23314.1994325371
"2401",22978.1165929475
"2402",22846.5070579755
"2403",22630.9567321334
"2404",23289.3142774141
"2405",22961.2789671291
"2406",23175.8908490806
"2407",23809.4871145188
"2408",23164.3179862813
"2409",23947.64342535
"2410",23957.5301942682
"2411",24402.8185057558
"2412",24424.0678311507
"2413",24319.3339226
"2414",24136.9724246641
"2415",23883.2905467346
"2416",23335.9982223605
"2417",23212.7390770428
"2418",20877.5536922194
"2419",21166.060396105
"2420",21534.1212308142
"2421",21398.9083503016
"2422",21528.087371684
"2423",21395.0200714925
"2424",21600.9051416699
"2425",20260.0186494241
"2426",20041.7384530551
"2427",19616.8149844439
"2428",20297.9946353065
"2429",19796.8094024105
"2430",20049.7631893726
"2431",20127.1402694309
"2432",19969.7711774602
"2433",19832.0877293385
"2434",19986.71383922
"2435",19812.3714787542
"2436",18837.667712375
"2437",19290.3238735938
"2438",19329.8349334266
"2439",21381.1528552866
"2440",21680.539413428
"2441",21769.2563395567
"2442",22370.448649932
"2443",20296.7078138753
"2444",20241.0898018307
"2445",19701.2099625661
"2446",19772.5842055678
"2447",20127.5766571789
"2448",19419.506190767
"2449",19544.1292496743
"2450",18890.7890963691
"2451",18547.3997598262
"2452",19413.5516208219
"2453",19297.6378400087
"2454",18937.0111756715
"2455",18802.0979756765
"2456",19222.6721841704
"2457",19110.5465509918
"2458",19426.7213316789
"2459",19573.0503140007
"2460",19431.7894465994
"2461",19312.0947321314
"2462",19044.1072723711
"2463",19623.580334556
"2464",20336.842949206
"2465",20160.7161716068
"2466",19955.4436723686
"2467",19546.8497101499
"2468",19416.5678495233
"2469",19446.4261941327
"2470",19141.4835050122
"2471",19051.4182694773
"2472",19157.4462868525
"2473",19382.9040336331
"2474",19185.656700327
"2475",19067.6350822884
"2476",19268.0928008619
"2477",19550.7572999132
"2478",19334.4151499829
"2479",19139.5343513894
"2480",19053.7402405368
"2481",19172.4692172692
"2482",19208.1902460043
"2483",19567.0073980529
"2484",19345.5723482851
"2485",20095.8564554472
"2486",20770.4412716294
"2487",20285.8367757017
"2488",20595.3519366012
"2489",20818.4761644388
"2490",20635.6037476843
"2491",20495.7742320325
"2492",20485.2732430903
"2493",20159.5030671045
"2494",20209.9874150039
"2495",21147.2297322385
"2496",21282.6912959164
"2497",20926.4859738215
"2498",20602.8167252699
"2499",18541.2718532238
"2500",15880.7798491723
"2501",17586.7714495473
"2502",17034.2931347133
"2503",16799.1847383999
"2504",16353.3657171761
"2505",16618.1992288908
"2506",16884.6139070546
"2507",16669.4401447741
"2508",16687.5179505411
"2509",16697.7776677865
"2510",16711.5477937965
"2511",16291.8324676929
"2512",15787.2840945218
"2513",16189.7695319341
"2514",16610.7064149352
"2515",16604.4650179543
"2516",16521.8410189608
"2517",16464.2810793656
"2518",16444.6268345485
"2519",16217.3224676411
"2520",16444.9832700291
"2521",17168.5655484864
"2522",16967.1336671008
"2523",17088.6604094023
"2524",16908.236795124
"2525",17130.4859472168
"2526",16974.8256651336
"2527",17089.5037060098
"2528",16848.1276289005
"2529",17233.4740199151
"2530",17133.1520141413
"2531",17128.7237102156
"2532",17104.1928057162
"2533",17206.4383006718
"2534",17781.3188354598
"2535",17652.0983126836
"2536",17364.8649112629
"2537",16647.4834788286
"2538",16795.0909672135
"2539",16757.9774032466
"2540",16439.679646163
"2541",16906.3052104215
"2542",16817.534386551
"2543",16830.3414239344
"2544",16796.9521712163
"2545",16847.7552651546
"2546",16841.9870522838
"2547",16919.8051749285
"2548",16717.1739801271
"2549",16552.5717365145
"2550",16642.3426718856
"2551",16602.5851557701
"2552",16547.4953660162
"2553",16625.0805507091
"2554",16688.4713573932
"2555",16679.8570798137
"2556",16863.2382582833
"2557",16836.7366452236
"2558",16951.9695166293
"2559",16955.0774351588
"2560",17091.1444513033
"2561",17196.5540596395
"2562",17446.292509299
"2563",17943.8976294683
"2564",18869.5880552656
"2565",19909.5746247506
"2566",20976.2997963921
"2567",20880.7992021821
"2568",21169.6327806964
"2569",21161.5192199162
"2570",20688.7807298648
"2571",21086.7933048443
"2572",22676.5517588881
"2573",22777.6258091326
"2574",22720.4156286391
"2575",22934.4314643586
"2576",22636.4693111916
"2577",23117.8596819048
"2578",23032.7775987084
"2579",23078.7278799123
"2580",23031.0897756201
"2581",23774.5659233116
"2582",22840.13890738
"2583",23139.2839099123
"2584",23723.7696534847
"2585",23471.8704412794
"2586",23449.3216215066
"2587",23331.8471370961
"2588",22955.6660162974
"2589",22760.1092633004
"2590",23264.2911876916
"2591",22939.3987006841
"2592",21819.0399147365
