"","V1"
"2593",21651.1837829361
"2594",21870.8740640545
"2595",21788.2039862606
"2596",21808.1017736009
"2597",22220.8041436975
"2598",24307.8413284844
"2599",23623.4744808063
"2600",24565.6019889467
"2601",24641.2769484258
"2602",24327.6416722827
"2603",24829.1475699492
"2604",24436.354484576
"2605",24188.8429766943
"2606",23947.492523176
"2607",23198.1274878832
"2608",23175.3756358425
"2609",23561.2129109163
"2610",23522.871914506
"2611",23147.3533899085
"2612",23646.549899145
"2613",23475.4667376623
"2614",22362.6793319333
"2615",22353.3500739307
"2616",22435.5141969735
"2617",22429.7575333463
"2618",22219.7690709418
"2619",21718.0798304321
"2620",20363.0211117254
"2621",20187.2436476163
"2622",20632.4096293926
"2623",22163.949951915
"2624",24197.5329977753
"2625",24746.0746588477
"2626",24375.9613578312
"2627",25052.789721748
"2628",27423.9306340492
"2629",26965.8797570266
"2630",28038.6749467651
"2631",27767.2363318262
"2632",28175.8168354249
"2633",27307.4367684133
"2634",28333.9727113788
"2635",27493.2851436235
"2636",27494.7068783775
"2637",27994.3295142227
"2638",27139.8885305221
"2639",27268.1314829145
"2640",28348.442342812
"2641",28033.5631503957
"2642",28478.4846056804
"2643",28411.0342430924
"2644",28199.3083837745
"2645",27790.2208547736
"2646",28168.0898164027
"2647",28177.9835569508
"2648",28044.1397549441
"2649",27925.8594084129
"2650",27947.7945496942
"2651",28333.0500476249
"2652",29652.9800970841
"2653",30235.0589389553
"2654",30139.052871052
"2655",30399.0663854918
"2656",30485.7000292553
"2657",30318.4969530646
"2658",30315.3554561203
"2659",29445.0449049628
"2660",30397.5527355226
"2661",28822.6804729009
"2662",28245.9873104934
"2663",27276.9096875756
"2664",27817.5009174373
"2665",27591.3846319068
"2666",27525.3394995911
"2667",28307.5980906654
"2668",28422.7008784923
"2669",29473.7861836728
"2670",29340.262498158
"2671",29248.4883729176
"2672",29268.8070431626
"2673",28091.5688038924
"2674",28680.5369679129
"2675",29006.3076709086
"2676",28847.7115906552
"2677",29534.384019705
"2678",28904.6239490708
"2679",28454.9782855135
"2680",27694.2728962731
"2681",27658.774672519
"2682",27621.7562273313
"2683",27000.7882707338
"2684",26804.9906706878
"2685",26784.0785608824
"2686",26930.6378455643
"2687",27192.6932211649
"2688",27036.650709944
"2689",27398.8020279652
"2690",26832.209300486
"2691",26890.1282424083
"2692",27129.5862550312
"2693",26753.8256390547
"2694",26851.2776278913
"2695",27225.7265906348
"2696",26334.8182144365
"2697",26476.2075319731
"2698",26719.2909846173
"2699",26868.3538184312
"2700",28085.6473607492
"2701",27745.884443552
"2702",27702.3487747796
"2703",27219.6586081109
"2704",26819.9732197077
"2705",27249.5889490884
"2706",27075.1293984425
"2707",27119.0671931263
"2708",25760.0969995361
"2709",27238.7837262174
"2710",26345.9988512669
"2711",26508.2159021565
"2712",26480.3750935951
"2713",25851.2410031697
"2714",25940.1680803434
"2715",25902.499869783
"2716",25918.7284012682
"2717",25124.6766798408
"2718",25576.3940082636
"2719",26327.4623942173
"2720",26510.6764468879
"2721",26336.213003281
"2722",26851.0285455213
"2723",28327.4882643282
"2724",30027.296453501
"2725",29912.281714768
"2726",30695.4694074896
"2727",30548.6948247387
"2728",30480.2616057375
"2729",30271.1310167397
"2730",30688.163854246
"2731",30086.2461885249
"2732",30445.3512260882
"2733",30477.2512822446
"2734",30590.0790715004
"2735",30620.7702634481
"2736",31156.4394915754
"2737",30777.5815111677
"2738",30514.16639282
"2739",29909.3377611007
"2740",30342.2647520959
"2741",30292.541172642
"2742",30171.2335717583
"2743",30414.4715205927
"2744",30620.9509380041
"2745",30391.6461439343
"2746",31476.0493854442
"2747",30334.0690076907
"2748",30295.807483728
"2749",30249.1328102967
"2750",30145.8896255087
"2751",29856.5632231206
"2752",29913.9231998543
"2753",29792.0163780508
"2754",29908.743898772
"2755",29771.8028277715
"2756",30084.5392407563
"2757",29176.9154848326
"2758",29227.390799952
"2759",29354.9728831488
"2760",29210.6892773374
"2761",29319.2454030349
"2762",29356.9185375698
"2763",29275.307946897
"2764",29230.110878649
"2765",29675.7324980608
"2766",29151.9596891331
"2767",29178.678779687
"2768",29074.0917277723
"2769",29042.1261500756
"2770",29041.8561709403
"2771",29180.5789215225
"2772",29765.4926735622
"2773",29561.4945073243
"2774",29429.5924885661
"2775",29397.7154970071
"2776",29415.9645162195
"2777",29282.9143793982
"2778",29408.4425504032
"2779",29170.3472059942
"2780",28701.7795245305
"2781",26664.5499931202
"2782",26049.5569008807
"2783",26096.2045506881
"2784",26189.5846686604
"2785",26124.141253131
"2786",26031.6564794482
"2787",26431.6399826996
"2788",26162.3724949505
"2789",26047.6688510481
"2790",26008.462659668
"2791",26089.6934716635
"2792",26106.1500439649
"2793",27727.3930090424
"2794",27297.2653483206
"2795",25931.4728933574
"2796",25800.7243726077
"2797",25868.7981401932
"2798",25969.5673526316
"2799",25812.4152686728
"2800",25779.9817949848
"2801",25753.2362583108
"2802",26240.19489212
"2803",25905.6537515133
"2804",25895.6782209584
"2805",25832.2262469114
"2806",25162.6552722476
"2807",25833.3430604915
"2808",26228.3240875137
"2809",26539.6744424527
"2810",26608.6933649124
"2811",26568.2812876599
"2812",26534.18751685
"2813",26754.2810377253
"2814",27211.1178197241
"2815",27132.0073401285
"2816",26567.6329044034
"2817",26579.5686371325
"2818",26579.3897405605
"2819",26256.8257867445
"2820",26298.4795511748
"2821",26217.2493357507
"2822",26352.7176189088
"2823",27021.5467647385
"2824",26911.7216027656
"2825",26967.9163010637
"2826",27983.7503817847
"2827",27530.784889745
"2828",27429.9790166632
"2829",27799.3940958796
"2830",27415.9119821677
"2831",27946.5967799289
"2832",27968.8388707898
"2833",27935.0895806612
"2834",27583.6785949548
"2835",27391.0195174366
"2836",26873.3211207589
"2837",26756.7986388286
"2838",26862.3754456225
"2839",26861.7062025597
"2840",27159.6529187802
"2841",28519.466679449
"2842",28415.7481397071
"2843",28328.3411519926
"2844",28719.8061329065
"2845",29682.9492736036
"2846",29918.4116679289
"2847",29993.896524372
"2848",33086.2329685778
"2849",33901.5265633635
"2850",34502.8208915452
"2851",34156.6498283887
"2852",33909.7992843111
"2853",34089.5758722222
"2854",34538.4820881103
"2855",34502.3646632352
"2856",34667.7793605467
"2857",35437.2531810872
"2858",34938.2423951435
"2859",34732.3255842841
"2860",35082.1972208526
"2861",35049.3559240236
"2862",35037.3694407199
"2863",35443.5613607149
"2864",35655.2760812313
"2865",36693.1236338431
"2866",37313.9696874571
"2867",37138.0505408954
"2868",37054.5201429095
"2869",36502.3573373281
"2870",35537.6405155251
"2871",37880.5831724307
"2872",36154.7692413685
"2873",36596.6819231214
"2874",36585.7029298644
"2875",37386.547774872
"2876",37476.9558592879
"2877",35813.8113636295
"2878",37432.3383067227
"2879",37289.6206606291
"2880",37720.2811521398
"2881",37796.792344848
"2882",37479.1222936619
"2883",37254.1688542494
"2884",37831.08686845
"2885",37858.4940548249
"2886",37712.7477716325
"2887",38688.7483611912
"2888",39476.3332803722
"2889",39978.3918165449
"2890",41980.099479768
"2891",44080.6479510633
"2892",43746.4453572592
"2893",43292.664239208
"2894",44166.6006381823
"2895",43725.9858124315
"2896",43779.6972879957
"2897",41243.833314624
"2898",41450.2221904665
"2899",42890.7407335901
"2900",43023.9719741933
"2901",41929.758392901
"2902",42240.1190820501
"2903",41364.665918237
"2904",42623.5383250276
"2905",42270.526139511
"2906",43652.2486680177
"2907",43869.1508569937
"2908",43997.9014099549
"2909",43739.5421372235
"2910",43016.1176211831
"2911",43613.1420846622
"2912",42520.4015112687
"2913",43442.8545582321
"2914",42627.8535313684
"2915",42099.40280858
"2916",42156.9011497639
"2917",42265.185654866
"2918",44167.3302140774
"2919",44957.9700541418
"2920",42848.1756409655
"2921",44179.9217008268
"2922",44162.6916302269
"2923",43989.1940934574
"2924",43943.0972289695
"2925",46970.5023144901
"2926",46139.7303748525
"2927",46627.7791119614
"2928",46368.5853820194
"2929",42853.166658062
"2930",42842.382191236
"2931",41796.2696064245
"2932",42511.9677203311
"2933",43154.9442343824
"2934",42742.6528373141
"2935",41262.0583641846
"2936",41618.4073654042
"2937",41665.5848362109
"2938",41545.7835143902
"2939",39507.368823822
"2940",39845.5511467999
"2941",40077.073269779
"2942",39933.80775217
"2943",41816.8728440034
"2944",42120.0563516849
"2945",42035.5943721701
"2946",43288.2453360835
"2947",42952.6082102489
"2948",42582.6063895367
"2949",43075.7745999369
"2950",43185.8594322356
"2951",42992.2496292216
"2952",42583.5829201294
"2953",42658.66604833
"2954",43084.6718635339
"2955",44318.2244507353
"2956",45301.5666288709
"2957",47147.2003126111
"2958",47771.2773670997
"2959",48293.916750573
"2960",49958.2242190229
"2961",49742.4409898499
"2962",51826.6959960877
"2963",51938.5563164417
"2964",52160.2028290199
"2965",51662.9953696527
"2966",52122.5454555893
"2967",51779.1440620507
"2968",52284.8735570538
"2969",51839.180531431
"2970",51304.9743566764
"2971",50731.9491908572
"2972",51571.1031123439
"2973",51733.2366017007
"2974",54522.4015367874
"2975",57085.3723068546
"2976",62504.7892535158
"2977",61198.382897303
"2978",62440.632541801
"2979",62029.8460575718
"2980",63167.3703575333
"2981",68330.4156080938
"2982",63801.1975606416
"2983",66106.8027872293
"2984",66925.4832022114
"2985",68300.0956913071
"2986",68498.8813040087
"2987",69019.7863638058
"2988",72123.9035465021
"2989",71481.2915939556
"2990",73083.5013282129
"2991",71396.5898919832
"2992",69403.7718321646
"2993",65315.1174741194
"2994",68390.6228032209
"2995",67548.5915664071
"2996",61912.7731524471
"2997",67913.6730250434
"2998",65491.3899253579
"2999",63778.7625575478
"3000",64062.2023270844
"3001",67234.1723529876
"3002",69958.8135820151
"3003",69987.8389025111
"3004",69455.3409809589
"3005",70744.95206404
"3006",69892.8290676804
"3007",69645.3057915427
"3008",71333.6479258644
"3009",69702.1461134383
"3010",65446.9742329379
"3011",65980.8086503925
"3012",68508.8418444563
"3013",67837.6425319939
"3014",68896.1099842787
"3015",69362.5512776015
"3016",71631.3569464587
"3017",69139.0158316976
"3018",70587.8794391434
"3019",70060.607060739
"3020",67195.8641789992
"3021",63821.4738846918
"3022",65738.723886878
"3023",63426.2100184061
"3024",63811.8639407202
"3025",61276.6932586277
"3026",63512.7534949431
"3027",63843.568502442
"3028",64994.4400680992
"3029",64926.643211728
"3030",66837.676090911
"3031",66407.2717994139
"3032",64276.8974153965
"3033",64481.7066444767
"3034",63755.3213316848
"3035",63419.141196433
"3036",63113.2316825626
"3037",63841.1201641904
"3038",60636.8567800147
"3039",58254.0098531432
"3040",59123.432246675
"3041",62889.8367440854
"3042",63891.4729184709
"3043",64031.1328085695
"3044",63161.9502576304
"3045",62334.8183461472
"3046",61187.9414007209
"3047",63049.9592572275
"3048",60792.7767905692
"3049",60793.7095993966
"3050",61448.3946717975
"3051",62901.4474552226
"3052",61552.7901353372
"3053",66267.4914674742
"3054",65231.5803133093
"3055",67051.8749127217
"3056",66940.8044099749
"3057",66278.3700820502
"3058",71448.1951913786
"3059",70136.5314428893
"3060",69122.3390056842
"3061",67929.5630390052
"3062",68526.0977735946
"3063",69265.9427381597
"3064",68518.089965076
"3065",69394.5533738668
"3066",68296.2219884276
"3067",67578.0929202265
"3068",68364.9895474297
"3069",67489.6117770498
"3070",67706.9373135869
"3071",67751.6025754618
"3072",68804.7800851881
"3073",70567.7689044147
"3074",71082.8227040099
"3075",70757.1658518634
"3076",69342.5867361146
"3077",69305.7743187653
"3078",69647.9930028748
"3079",69512.2802780003
"3080",67332.0304641765
"3081",68241.1840753497
"3082",66756.3970935791
"3083",66011.0937273263
"3084",66191.0004703788
"3085",66639.0465356994
"3086",66490.2941752674
"3087",65140.7445894597
"3088",64960.2953009057
"3089",64828.6558115702
"3090",64096.1981877808
"3091",64252.5787467441
"3092",63180.7982064002
"3093",60277.4146563769
"3094",61804.6411680707
"3095",60811.2784501874
"3096",61604.801764073
"3097",60320.1355264783
"3098",60887.3808347422
"3099",62678.292079457
"3100",62851.9800679276
"3101",62029.0168101831
"3102",60173.9235814982
"3103",56977.7014590912
"3104",56662.3732744795
"3105",58303.5385809166
"3106",55849.1106386094
"3107",56705.0984270702
"3108",58009.2263162293
"3109",57742.4946206796
"3110",57344.914785087
"3111",57899.4655171113
"3112",59231.9532405648
"3113",60787.7923701369
"3114",64870.1528151311
"3115",65097.1468308443
"3116",64118.7926694255
"3117",63974.0666841082
"3118",66710.1543130458
"3119",67163.6449237129
"3120",68154.522905866
"3121",67585.2499720905
"3122",65927.6723614031
"3123",65372.1332336736
"3124",65777.2239400202
"3125",67912.06309622
"3126",67813.3394163313
"3127",68255.8657690205
"3128",66819.9161863636
"3129",66201.0162264011
"3130",64619.2496492185
"3131",65357.5015625505
"3132",61415.0645726852
"3133",60680.0946987796
"3134",58116.9769610403
"3135",53991.4577965042
"3136",56034.3165914605
"3137",55027.4606917867
"3138",61710.1375644501
"3139",60880.1122032153
"3140",60945.8131361053
"3141",58719.483169327
"3142",59354.5137212797
"3143",60609.5669845367
"3144",58737.2706270019
"3145",57560.0976318307
"3146",58894.1041602173
"3147",59478.9710471953
"3148",58483.9649819015
"3149",59493.4524821881
"3150",59012.7911526577
"3151",61175.192009918
"3152",60381.9124606776
"3153",64094.3572066269
"3154",64178.9906500623
"3155",64333.5441834656
"3156",62880.6586542698
"3157",59504.1326827134
"3158",59027.6265870301
"3159",59388.1808524122
"3160",59119.4747770124
"3161",58969.8983660431
"3162",57325.4876891906
"3163",59112.4795055389
"3164",57431.0229886572
"3165",57971.5408166853
"3166",56160.4872644568
"3167",53948.7522426374
"3168",54139.6894492297
"3169",54841.5663542288
"3170",57019.5347575706
"3171",57648.7124094767
"3172",57343.1705364168
"3173",58127.010836944
"3174",60571.2991585945
"3175",60005.1191557571
"3176",59182.8353338828
"3177",58192.5068714421
"3178",60308.5375947655
"3179",61649.6787266514
"3180",62940.456765714
"3181",63192.975082876
"3182",63394.838742556
"3183",63648.7098902519
"3184",63329.802386615
"3185",64301.9672659429
"3186",63143.1459738721
"3187",65181.0206972443
"3188",65790.6616497344
"3189",65887.6487821282
"3190",65635.3081461486
"3191",63329.4981294766
"3192",60837.009700736
"3193",60632.7862737945
"3194",60759.4013268768
"3195",62067.4774474519
"3196",62089.9484591443
"3197",62818.9544761374
"3198",62236.6593684009
"3199",62131.9678544148
"3200",60582.1009695389
"3201",60274.4980637861
"3202",62445.0886070974
"3203",63193.0230702875
"3204",62851.3749169602
"3205",66046.1280687548
"3206",67041.1071653338
"3207",67612.7207776042
"3208",67399.8334924398
"3209",68418.7890489052
"3210",68362.7331098485
"3211",69001.7066212849
"3212",67367.8525561409
"3213",67361.4026645272
"3214",66432.1982471759
"3215",68161.053337619
"3216",66642.4107304263
"3217",67014.6977283094
"3218",67929.298795622
"3219",69907.7546738921
"3220",72720.4935748749
"3221",72339.5421808449
"3222",70215.1856325839
"3223",69482.4698507967
"3224",69289.276665623
"3225",68741.1154919735
"3226",67811.5091418451
"3227",69359.5661661779
"3228",75639.0779464884
"3229",75904.8584618969
"3230",76545.4766431325
"3231",76778.8677516165
"3232",80474.185602194
"3233",88701.488084206
"3234",87955.8098216397
"3235",90584.1666733787
"3236",87250.4312745932
"3237",91066.0069552759
"3238",90558.4752358199
"3239",89845.8512088281
"3240",90542.6439962666
"3241",92343.7920549007
"3242",94339.4950270085
"3243",98504.7275898154
"3244",98997.662080436
"3245",97777.279763055
"3246",98013.8209078789
"3247",93102.2952135852
"3248",91985.3168304103
"3249",95962.5284193169
"3250",95652.4651587091
"3251",97461.5237129843
"3252",96449.0558127732
"3253",97279.7929223558
"3254",95865.3016323752
"3255",96002.162144032
"3256",98768.5275553455
"3257",96593.5722722098
"3258",99920.7147303285
"3259",99923.3366192646
"3260",101236.013140353
"3261",97432.7212603679
"3262",96675.4335399369
"3263",101173.032645111
"3264",100042.997915012
"3265",101459.254401268
"3266",101372.966078653
"3267",104298.695797922
"3268",106029.720586096
"3269",106140.59823843
"3270",100041.542702905
"3271",97490.949982775
"3272",97755.9301603751
"3273",97224.7263442974
"3274",95104.9343710597
"3275",94686.2394384325
"3276",98676.0973968281
"3277",99299.1927492124
"3278",95795.5165975983
"3279",94164.8603483526
"3280",95163.9319264048
"3281",93530.2284378695
"3282",92643.2146040146
"3283",93429.2028113992
"3284",94419.7575054903
"3285",96886.8782682304
"3286",98107.4287619937
"3287",98236.2290916657
"3288",98314.9594436372
"3289",102078.085572877
"3290",96922.7052796726
"3291",95043.5234559406
"3292",92484.0369715298
"3293",94701.4564626687
"3294",94566.5936752458
"3295",94488.4410616268
"3296",94516.5256268428
"3297",96534.0442146476
"3298",100504.493441195
"3299",99756.9090981947
"3300",104462.042622218
"3301",104408.067303051
"3302",101089.606498321
"3303",102016.662280759
"3304",106146.263006734
"3305",103653.069242229
"3306",103960.171637227
"3307",104819.484485496
"3308",104714.645366318
"3309",102682.497033177
"3310",102087.691335018
"3311",101332.476220806
"3312",103703.211192417
"3313",104735.302839148
"3314",102405.027084445
"3315",100655.905651215
"3316",97688.9793048889
"3317",101405.42306569
"3318",97871.8178338929
"3319",96615.4445401536
"3320",96593.3003285625
"3321",96529.082494532
"3322",96482.4498744429
"3323",96500.0947902698
"3324",97437.5572620868
"3325",95747.4311295895
"3326",97885.8630551901
"3327",96623.8690084382
"3328",97508.9699033175
"3329",97580.3493821008
"3330",96175.0320402609
"3331",95773.3841866043
"3332",95539.5436031828
"3333",96635.6132123525
"3334",98333.937829345
